trait,condition,token,mean_tfidf,discriminating_score,rank
openness,humans,am,0.03492432966781823,0.03344704938835977,1
openness,humans,you,0.03254708566298844,0.03232205475463746,2
openness,humans,so,0.041105942341317606,0.030945342935782955,3
openness,humans,have,0.032670265019663546,0.024873062477747176,4
openness,humans,manipal,0.021128575238381457,0.021128575238381457,5
openness,humans,is,0.03570753441505416,0.0211127561785944,6
openness,humans,manipal university,0.019750250441819665,0.019750250441819665,7
openness,humans,do,0.022014370843361837,0.01892618187293733,8
openness,humans,jaipur,0.018751609324362793,0.018751609324362793,9
openness,humans,university jaipur,0.018063524101882007,0.018063524101882007,10
openness,humans,currently,0.01914125565831767,0.01767763469134837,11
openness,humans,thank,0.01774278683550958,0.017614341211935683,12
openness,humans,thank you,0.01774278683550958,0.017614341211935683,13
openness,humans,very,0.0190686736987721,0.017552919611623242,14
openness,humans,university,0.01933821446926406,0.017391987973743982,15
openness,humans,name is,0.01584283683036322,0.01557178688221125,16
openness,humans,name,0.01584283683036322,0.01557178688221125,17
openness,humans,things,0.01811390968989377,0.01541061532896463,18
openness,humans,my name,0.015623076206788206,0.01535027308434306,19
openness,humans,third,0.015410651015308438,0.015259791180690834,20
openness,high,new,0.03572525782433287,0.02811415030958766,1
openness,high,ideas,0.029994194624693514,0.02426588667056894,2
openness,high,diverse,0.021985431946859965,0.021551804178221334,3
openness,high,different,0.021325869403185208,0.01906808784739742,4
openness,high,perspectives,0.021797757353387088,0.01906736041804261,5
openness,high,experiences,0.020130599776625277,0.01771585886760945,6
openness,high,exploring,0.017612866396154645,0.017388883196820387,7
openness,high,creativity,0.017469227667676508,0.01565255476294136,8
openness,high,embrace,0.016356889249036638,0.015624975339191549,9
openness,high,explore,0.015246868955646633,0.015246868955646633,10
openness,high,new ideas,0.015383339852217197,0.014901031823397663,11
openness,high,ideas and,0.01578380617491478,0.014184207808787574,12
openness,high,creative,0.01449097893436632,0.013748873463972975,13
openness,high,innovative,0.013614807442509886,0.013614807442509886,14
openness,high,thrive,0.015745261519489587,0.013523927810538346,15
openness,high,love,0.014959308179567104,0.013067366135657446,16
openness,high,but also,0.020850991997015296,0.01283205203722575,17
openness,high,out,0.017313248808474464,0.012781809501480678,18
openness,high,learn,0.014672923512370307,0.012400374717307294,19
openness,high,an,0.018531665544362225,0.012000553223209127,20
openness,low,time,0.026625216460871064,0.018387038471612722,1
openness,low,clear,0.01801746018755986,0.01456779295407546,2
openness,low,structured,0.014533057267643243,0.013759457861327366,3
openness,low,work,0.022558537324012865,0.01247385325441676,4
openness,low,deadlines,0.0187160069023884,0.011710951862806027,5
openness,low,strong,0.013142064672310307,0.010537001567161494,6
openness,low,in my,0.02273960644193656,0.010523470921186282,7
openness,low,communication,0.017531705131652617,0.01010860990167263,8
openness,low,importance,0.016194925538018344,0.010090288069712045,9
openness,low,believe,0.02146247824982374,0.009945292567887381,10
openness,low,meet,0.011950956558694695,0.00988402339294242,11
openness,low,believe in,0.010136961549173129,0.009858253004680153,12
openness,low,the importance,0.01525475653246459,0.00975960128128902,13
openness,low,importance of,0.01520825200512261,0.00972984887955998,14
openness,low,maintaining,0.010363135702396234,0.009002081135904231,15
openness,low,goals,0.013414038093139725,0.008573826929231518,16
openness,low,business,0.01041805628445785,0.008459150772728435,17
openness,low,solid,0.008801618591745967,0.008204887828540073,18
openness,low,focus,0.011563300319758345,0.008189733021444424,19
openness,low,stability,0.008130018008390243,0.008130018008390243,20
conscientiousness,humans,am,0.03483973626165197,0.03343778093624287,1
conscientiousness,humans,you,0.032224862337922766,0.031620295200299506,2
conscientiousness,humans,so,0.03964990169272343,0.028139782021794336,3
conscientiousness,humans,is,0.036998136299203385,0.02414075511537054,4
conscientiousness,humans,have,0.031394141094782196,0.02168020108292215,5
conscientiousness,humans,manipal,0.020948783611866768,0.020948783611866768,6
conscientiousness,humans,university,0.02028862450388241,0.019884048186574885,7
conscientiousness,humans,manipal university,0.019574108509992038,0.019574108509992038,8
conscientiousness,humans,very,0.019769745403111667,0.01912786674284558,9
conscientiousness,humans,jaipur,0.018562321961455082,0.018562321961455082,10
